-18.849556	0.000000 
-18.468758	-0.020124 
-18.087957	-0.038151 
-17.707159	-0.051371 
-17.326359	-0.057650 
-16.945560	-0.055767 
-16.564762	-0.045624 
-16.183962	-0.028314 
-15.803164	-0.006015 
-15.422364	0.018268 
-15.041565	0.041097 
-14.660766	0.059071 
-14.279966	0.069315 
-13.899168	0.069919 
-13.518368	0.060257 
-13.137569	0.041152 
-12.756770	0.014835 
-12.375971	-0.015292 
-11.995173	-0.045071 
-11.614372	-0.070135 
-11.233574	-0.086510 
-10.852775	-0.091204 
-10.471975	-0.082699 
-10.091176	-0.061257 
-9.710377	-0.029014 
-9.329578	0.010189 
-8.948779	0.051205 
-8.567980	0.088206 
-8.187181	0.115424 
-7.806381	0.127955 
-7.425583	0.122500 
-7.044784	0.097956 
-6.663984	0.055772 
-6.283185	-0.000000 
-5.902386	-0.062968 
-5.521587	-0.124978 
-5.140788	-0.176944 
-4.759989	-0.209847 
-4.379189	-0.215794 
-3.998390	-0.189013 
-3.617592	-0.126666 
-3.236793	-0.029367 
-2.855993	0.098646 
-2.475195	0.249741 
-2.094395	0.413497 
-1.713596	0.577628 
-1.332796	0.729152 
-0.951998	0.855649 
-0.571198	0.946502 
-0.190399	0.993969 
0.190399	0.993969 
0.571199	0.946502 
0.951998	0.855649 
1.332798	0.729152 
1.713596	0.577628 
2.094395	0.413497 
2.475195	0.249741 
2.855993	0.098646 
3.236794	-0.029368 
3.617592	-0.126666 
3.998390	-0.189013 
4.379190	-0.215794 
4.759989	-0.209847 
5.140789	-0.176944 
5.521587	-0.124978 
5.902386	-0.062968 
6.283186	0.000000 
6.663984	0.055772 
7.044785	0.097956 
7.425583	0.122500 
7.806381	0.127955 
8.187181	0.115424 
8.567980	0.088206 
8.948780	0.051205 
9.329578	0.010189 
9.710377	-0.029014 
10.091177	-0.061257 
10.471975	-0.082699 
10.852776	-0.091204 
11.233574	-0.086510 
11.614372	-0.070135 
11.995173	-0.045071 
12.375971	-0.015292 
12.756771	0.014835 
13.137569	0.041152 
13.518368	0.060257 
13.899166	0.069919 
14.279968	0.069315 
14.660767	0.059071 
15.041565	0.041097 
15.422363	0.018268 
15.803162	-0.006015 
16.183964	-0.028314 
16.564762	-0.045624 
16.945560	-0.055767 
17.326359	-0.057650 
17.707161	-0.051371 
18.087959	-0.038151 
18.468758	-0.020124 
18.849556	0.000000 
